GAME_ID,GAME_DATE,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,MATCHUP,MIN,PTS,REB,AST,PRA,PTS_REB,PTS_AST,REB_AST,OREB,DREB,FGM,FGA,FG3M,FG3A,FTM,FTA,STL,BLK,STOCKS,TOV,FANTASY_SCORE_PP
1022600167,2026-07-10,202664,Courtney Vandersloot,1611661329,CHI,CHI @ LAS,19,6,3,4,13,9,10,7,0,3,2,5,0,1,2,2,1,0,1,4,14.6
1022600166,2026-07-10,203405,Kayla Alexander,1611661332,TOR,TOR vs. DAL,10,1,2,0,3,3,1,2,1,1,0,1,0,0,1,2,0,0,0,1,2.4
1022600165,2026-07-10,203026,Tiffany Hayes,1611661331,GSV,GSV @ CON,17,9,0,5,14,9,14,5,0,0,3,3,0,0,3,4,0,0,0,0,16.5
1022600167,2026-07-10,203014,Nneka Ogwumike,1611661320,LAS,LAS vs. CHI,33,25,12,5,42,37,30,17,0,12,9,16,3,7,4,5,1,1,2,2,50.9
1022600165,2026-07-10,1629568,Kennedy Burke,1611661323,CON,CON vs. GSV,20,0,2,0,2,2,0,2,2,0,0,3,0,1,0,2,1,0,1,1,4.4
1022600166,2026-07-10,202252,Alysha Clark,1611661321,DAL,DAL @ TOR,17,10,0,2,12,10,12,2,0,0,4,4,2,2,0,0,0,0,0,0,13.0
1022600167,2026-07-10,1642786,Aicha Coulibaly,1611661329,CHI,CHI @ LAS,13,7,1,0,8,8,7,1,0,1,2,3,0,1,3,4,0,0,0,1,7.199999999999999
1022600166,2026-07-10,1643647,Tima Pouye,1611661332,TOR,TOR vs. DAL,9,2,1,1,4,3,3,2,0,1,1,1,0,0,0,0,0,0,0,0,4.7
1022600165,2026-07-10,1643686,Nadia Fingall,1611661331,GSV,GSV @ CON,2,3,0,0,3,3,3,0,0,0,1,1,1,1,0,0,0,0,0,0,3.0
1022600167,2026-07-10,1643462,Chance Gray,1611661320,LAS,LAS vs. CHI,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
1022600165,2026-07-10,1643449,Charlisse Leger-Walker,1611661323,CON,CON vs. GSV,25,10,1,2,13,11,12,3,0,1,4,10,1,5,1,1,1,0,1,2,15.2
1022600166,2026-07-10,1643425,Azzi Fudd,1611661321,DAL,DAL @ TOR,36,13,2,2,17,15,15,4,1,1,5,13,3,7,0,0,1,0,1,0,21.4
1022600167,2026-07-10,1643447,Gabriela Jaquez,1611661329,CHI,CHI @ LAS,20,15,5,0,20,20,15,5,2,3,6,12,0,2,3,3,0,0,0,0,21.0
1022600166,2026-07-10,1643457,Teonni Key,1611661332,TOR,TOR vs. DAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3.0
1022600165,2026-07-10,1642822,Kaitlyn Chen,1611661331,GSV,GSV @ CON,21,8,1,1,10,9,9,2,0,1,4,7,0,1,0,2,2,0,2,4,12.7
1022600167,2026-07-10,1642324,Kate Martin,1611661320,LAS,LAS vs. CHI,5,2,2,1,5,4,3,3,1,1,1,2,0,1,0,0,0,0,0,0,5.9
1022600165,2026-07-10,1643448,Nell Angloma,1611661323,CON,CON vs. GSV,16,6,1,4,11,7,10,5,0,1,3,8,0,4,0,0,1,2,3,2,20.2
1022600166,2026-07-10,1642793,Aziaha James,1611661321,DAL,DAL @ TOR,4,0,2,1,3,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,3.9
1022600167,2026-07-10,1642321,Sydney Taylor,1611661329,CHI,CHI @ LAS,21,15,1,2,18,16,17,3,0,1,5,11,2,7,3,3,0,0,0,3,16.2
1022600166,2026-07-10,1643420,Laura Juskaite,1611661332,TOR,TOR vs. DAL,36,25,3,3,31,28,28,6,0,3,10,16,3,6,2,2,1,1,2,0,39.1
1022600165,2026-07-10,1642794,Juste Jocyte,1611661331,GSV,GSV @ CON,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.0
1022600167,2026-07-10,1642293,Alissa Pili,1611661320,LAS,LAS vs. CHI,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
1022600165,2026-07-10,1643441,Raegan Beers,1611661323,CON,CON vs. GSV,10,3,2,1,6,5,4,3,1,1,0,1,0,0,3,4,0,0,0,1,5.9
1022600166,2026-07-10,1642784,Paige Bueckers,1611661321,DAL,DAL @ TOR,38,34,6,6,46,40,40,12,1,5,13,22,2,5,6,6,2,0,2,1,55.2
1022600167,2026-07-10,1642292,Jacy Sheldon,1611661329,CHI,CHI @ LAS,21,10,0,2,12,10,12,2,0,0,4,7,2,4,0,0,2,0,2,1,18.0
1022600166,2026-07-10,1629576,Maria Conde,1611661332,TOR,TOR vs. DAL,35,12,3,9,24,15,21,12,0,3,5,9,2,4,0,0,0,0,0,3,26.1
1022600165,2026-07-10,1642767,Janelle Salaun,1611661331,GSV,GSV @ CON,27,16,7,1,24,23,17,8,0,7,5,11,4,7,2,2,3,1,4,1,36.9
1022600167,2026-07-10,1630996,Rae Burrell,1611661320,LAS,LAS vs. CHI,33,17,1,4,22,18,21,5,0,1,6,13,4,6,1,3,0,2,2,4,26.2
1022600165,2026-07-10,1643429,Gianna Kneepkens,1611661323,CON,CON vs. GSV,9,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,4.2
1022600166,2026-07-10,1641652,Maddy Siegrist,1611661321,DAL,DAL @ TOR,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
1022600167,2026-07-10,1642289,Kamilla Cardoso,1611661329,CHI,CHI @ LAS,28,15,8,2,25,23,17,10,1,7,6,9,0,0,3,3,0,1,1,0,30.6
1022600166,2026-07-10,1629497,Marina Mabrey,1611661332,TOR,TOR vs. DAL,27,34,1,1,36,35,35,2,0,1,10,18,6,9,8,8,0,0,0,3,33.7
1022600165,2026-07-10,1641656,Laeticia Amihere,1611661331,GSV,GSV @ CON,17,6,5,3,14,11,9,8,1,4,3,7,0,1,0,0,1,3,4,1,27.5
1022600167,2026-07-10,1630461,Kiana Williams,1611661320,LAS,LAS vs. CHI,15,0,0,5,5,0,5,5,0,0,0,2,0,2,0,0,1,0,1,1,9.5
1022600165,2026-07-10,1642817,Hailey Van Lith,1611661323,CON,CON vs. GSV,9,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,6.0
1022600166,2026-07-10,1630386,Awak Kuier,1611661321,DAL,DAL @ TOR,11,3,1,1,5,4,4,2,0,1,1,3,1,1,0,0,1,1,2,0,11.7
1022600167,2026-07-10,1628922,Azura Stevens,1611661329,CHI,CHI @ LAS,30,10,8,2,20,18,12,10,1,7,4,7,1,3,1,1,0,1,1,2,23.6
1022600166,2026-07-10,1628915,Kia Nurse,1611661332,TOR,TOR vs. DAL,15,0,1,1,2,1,1,2,0,1,0,6,0,5,0,0,0,0,0,0,2.7
1022600165,2026-07-10,1631007,Veronica Burton,1611661331,GSV,GSV @ CON,33,17,3,6,26,20,23,9,1,2,7,12,1,3,2,3,1,2,3,1,37.6
1022600167,2026-07-10,1630148,Jihyun Park,1611661320,LAS,LAS vs. CHI,8,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.2
1022600165,2026-07-10,1642303,Leila Lacan,1611661323,CON,CON vs. GSV,32,8,3,6,17,11,14,9,1,2,3,5,1,2,1,1,2,0,2,4,22.6
1022600166,2026-07-10,1629501,Alanna Smith,1611661321,DAL,DAL @ TOR,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.0
1022600167,2026-07-10,1627671,Rachel Banham,1611661329,CHI,CHI @ LAS,12,0,3,0,3,3,0,3,1,2,0,4,0,2,0,0,0,0,0,0,3.6
1022600166,2026-07-10,1627700,Julie Allemand,1611661332,TOR,TOR vs. DAL,34,3,5,8,16,8,11,13,0,5,1,3,1,3,0,0,1,0,1,4,20.0
1022600165,2026-07-10,1630097,Kaila Charles,1611661331,GSV,GSV @ CON,30,9,5,1,15,14,10,6,3,2,3,5,1,1,2,2,1,0,1,2,17.5
